main_gloss,og_gloss,dominant_start_handshape,non_dominant_start_handshape,dominant_end_handshape,non_dominant_end_handshape,handedness,variant_1,variant_2,compounded_word,notes
BEG,BEG,crvd-5,B,5-C,B,1,,,,
BEGGER,BEG_2+AGENT,crvd-5,B-L,B-L,B-L,1,,,BEG+AGENT,
BEGGER,BEG+AGENT,5,B,B-L,B-L,1,,,BEG+AGENT,
BEGGER,BEG+AGENT,crvd-5,B-L,B-L,B-L,1,,,BEG+AGENT,
BEGGER,BEG+AGENT,crvd-5,B,B-L,B-L,1,,,BEG+AGENT,
BEHAVIOR,BEHAVIOR,B-xd,B-xd,B-xd,B-xd,1,,,,
BEHAVIOR,BEHAVIOR,B,B,B,B,1,,,,
BEHIND,BEHIND,10,A,10,A,1,,,,
BEHIND,BEHIND,10,10,10,10,1,,,,
BEIJING,ns-nat-BEIJING,bent-U-L,,bent-U-L,,1,,,,
BEIJING,ns-nat-BEIJING,bent-U,,bent-U,,1,,,,
BELGIUM,ns-BELGIUM,B,,B,,1,,,,
BELIEVE,THINK+FAITH,1,,F,F,1,,,THINK+FAITH,
BELL,BELL,S,B-L,S,B-L,1,,,,
BELONG,BELONG,C,C,O,O,1,,,,
BELONG,BELONG,open-8,open-8,8,8,1,,,,
BELONG,BELONG,25,25,8,8,1,,,,
BELONG,BELONG,5,5,8,8,1,,,,
BELONG,BELONG,crvd-5,crvd-5,8,8,1,,,,
BELOW,BELOW_2,B-L,B-L,B-L,B-L,1,,,,
BELOW,BELOW,B,B-L,B-L,B-L,1,,,,
BELOW,BELOW,B-L,B-L,B-L,B-L,1,,,,
BELOW,BELOW,B,bent-B-L,B,bent-B-L,1,,,,
BELOW,BELOW,B,B-L,B,B-L,1,,,,
BELT,BELT,U,U,U,U,1,,,,
BENEFIT,BENEFIT,F,,F,,1,,,,
BERRY,BERRY,fanned-flat-O,I,fanned-flat-O,I,1,,,,
BERRY,BERRY,O,I,O,I,1,,,,
BERRY,BERRY,flat-O,I,flat-O,I,1,,,,
BEST FRIEND,(R)BEST-FRIEND,R,,R,,1,,,,
BEST FRIEND,BEST-FRIEND,X,X,X,X,1,,,,
BET,BET,B,B,B,B,1,,,,
BETTER,BETTER,B-L,,10,,1,,,,
BETWEEN/SHARE,BETWEEN/SHARE,B-L,B-L,B-L,B-L,1,BETWEEN,SHARE,,
BIBLE,"LCL:B-L\receive from heaven\""+BOOK""",B-L,B-L,crvd-B,crvd-B,1,,,,
BIBLE,ns-JESUS+BOOK,25,B-L,B-L,B-L,1,,,JESUS+BOOK,
BIBLE,ns-JESUS+BOOK,25,5,B-L,B-L,1,,,JESUS+BOOK,
BICYCLE,BICYCLE,S,S,S,S,1,,,,
BIG,BIG,L-X,L-X,L-X,L-X,1,,,,
BIG HEADED,BIG-HEADED,L,L,L-X,L-X,1,,,,
BIG HEADED,BIG-HEADED,L-X,L-X,L-X,L-X,1,,,,
BIKE PUMP,BIKE-PUMP,S,S,S,S,1,,,,
BILL/OWE,BILL/OWE,1,B-L,1,B-L,1,BILL,OWE,,
BILLIARDS,BILLIARDS,X-over-thumb,crvd-B,X-over-thumb,crvd-B,1,,,,
BILLIARDS,BILLIARDS,X-over-thumb,A,X-over-thumb,A,1,,,,
BIND/TIE UP,BIND/TIE-UP,S,S,S,S,1,BIND,TIE-UP,,
BIOLOGY,BIOLOGY,B,B,B,B,1,,,,
BIOLOGY,BIOLOGY,B-xd,B-xd,B-xd,B-xd,1,,,,
BIRD,BIRD,L,,flat-G,,1,,,,
BIRD,BIRD,L,,baby-O,,1,,,,
BIRD,BIRD,G,,baby-O,,1,,,,
BIRD PECK,BIRD+PECK,G,,baby-O,B-L,1,,,BIRD+PECK,
BIRD PECK,BIRD+PECK,L,,baby-O,B-L,1,,,BIRD+PECK,
BIRTHDAY,BIRTHDAY,25,,25,,1,,,,
BISON/BUFFALO,BISON/BUFFALO,crvd-sprd-B,crvd-sprd-B,S,S,1,BISON,BUFFALO,,
BISON/BUFFALO,BISON/BUFFALO,5,5,S,S,1,BISON,BUFFALO,,
BISON/BUFFALO,BISON/BUFFALO,crvd-5,crvd-5,S,S,1,BISON,BUFFALO,,
BITE,BITE,C,B,5-C,B,1,,,,
BITE,BITE,C,bent-B-L,tight-C,bent-B-L,1,,,,
BITE,BITE,crvd-5,B-L,5-C,B-L,1,,,,
BITE,BITE,C,B-L,tight-C,B-L,1,,,,
BITE NAILS,BITE-NAILS,5-C-L,5-C-L,5-C-L,5-C-L,1,,,,
BITTER,BITTER,1,,1,,1,,,,
BLACK,BLACK,1,,1,,1,,,,
BLACK,BLACK,bent-1,,bent-1,,1,,,,
BLACK OUT,BLACK-OUT,crvd-5,crvd-5,S,S,1,,,,
BLACKBERRY,BLACK+BERRY,1,,O,I,1,,,BLACK+BERRY,
BLACKBERRY,BLACK+fs-BERRY,1,,Y,,1,,,BLACK+BERRY,
BLAME,BLAME,10,A,10,A,1,,,,
BLAME,BLAME,10,S,10,S,1,,,,
BLAME,BLAME,10,10,10,10,1,,,,
BLAME,BLAME,10,psv,10,psv,1,,,,
BLANK OUT,BLANK-OUT,25,,25,,1,,,,
BLANKET,BLANKET,crvd-B,crvd-B,A,A,1,,,,
BLANKET,BLANKET,A,A,A,A,1,,,,
BLANKET,BLANKET,bent-B-L,bent-B-L,bent-B-L,bent-B-L,1,,,,
BLANKET,BLANKET,bent-B,bent-B,bent-B,bent-B,1,,,,
BLANKET,BLANKET,B,B,B,B,1,,,,
BLANKET,BLANKET,bent-B-xd,bent-B-xd,bent-B-xd,bent-B-xd,1,,,,
BLANKET,BLANKET,flat-O,flat-O,flat-O,flat-O,1,,,,
BLESS,BLESS,A,A,5,5,1,,,,
BLIND,BLIND,crvd-V,,crvd-V,,1,,,,
BLIND,(cheek)BLIND,crvd-V,,crvd-V,,1,,,,
BLINDFOLD,BLINDFOLD,crvd-L,crvd-L,baby-O,baby-O,1,,,,
BLINDS,BLINDS,B,B,4,4,1,,,,
BLINDS,BLINDS,flat-O,flat-O,4,4,1,,,,
BLINDS,(B)BLINDS,crvd-flat-B,crvd-flat-B,crvd-flat-B,crvd-flat-B,1,,,,
BLINDS,BLINDS,flat-O,flat-O,5,5,1,,,,
BLINK/WINK,BLINK/WINK,L,,L,,1,BLINK,WINK,,
BLOCK,BLOCK,B-L,B-L,B-L,B-L,1,,,,
BLOND,HAIR_2+BLOND,L,,Y,,1,,,HAIR+BLOND,
BLOND,HAIR_2+BLOND,I-L-Y,,Y,,1,,,HAIR+BLOND,
BLOND,BLOND,Y,,Y,,1,,,,
BLOOD,BLOOD,5,5,5,5,1,,,,
BLOOD,BLOOD,5,B-L,5,B-L,1,,,,
BLOOD,BLOOD,4,4,5,4,1,,,,
BLOOD,RED+BLOOD,1,,5,5,1,,,RED+BLOOD,
BLOOD,RED+BLOOD,L,,5,5,1,,,RED+BLOOD,
BLOSSOM,BLOSSOM,flat-O,flat-O,5,5,1,,,,
BLOSSOM,BLOSSOM,O,O,crvd-sprd-B,crvd-sprd-B,1,,,,
BLOSSOM,BLOSSOM,flat-O,flat-O,crvd-5,crvd-5,1,,,,
BLOUSE,BLOUSE,crvd-flat-B,crvd-flat-B,crvd-flat-B,crvd-flat-B,1,,,,
BLOW NOSE,BLOW-NOSE,L-X,,L-X,,1,,,,
BLOW NOSE,BLOW-NOSE,B-L,B-L,B-L,B-L,1,,,,
BLOW UP,BLOW-UP,B-L,S,B-L,S,1,,,,
BLOW UP,BLOW-UP,5,S,5,S,1,,,,
BLUE,BLUE,B-xd,,B-xd,,1,,,,
BLUE,BLUE,B,,B,,1,,,,
BLUEBERRY,BLUE+BERRY,B,,O,I,1,,,BLUE+BERRY,
BLUEBERRY,BLUE+fs-BERRY,B,,Y,,1,,,BLUE+BERRY,
BLUSH,RED+BLUSH,1,,5,5,1,,,RED+BLUSH,
BLUSH,"RED+DCL\face\""""",1,,crvd-L,crvd-L,1,,,,
BLUSH,RED+BLUSH,L,,5,5,1,,,RED+BLUSH,
BLUSH,BLUSH,crvd-flat-B,crvd-flat-B,5,5,1,,,,
BLUSH,BLUSH,flat-O,flat-O,5,5,1,,,,
BLUSH BRUSH,BLUSH-BRUSH,X-over-thumb,,X-over-thumb,,1,,,,
BLUSH BRUSH,BLUSH-BRUSH,flat-O,,flat-O,,1,,,,
BLUSH BRUSH,BLUSH-BRUSH,A,,A,,1,,,,
BOARD,BOARD,B-xd,,B-xd,,1,,,,
BOAT,BOAT,B-L,B-L,B-L,B-L,1,,,,
BOAT,BOAT,crvd-B,crvd-B,crvd-B,crvd-B,1,,,,
BODY,BODY,B-L,B-L,B-L,B-L,1,,,,
BODY,BODY,bent-B-L,bent-B-L,bent-B-L,bent-B-L,1,,,,
BOIL,BOIL,5,5,5,5,1,,,,
BOIL,BOIL,crvd-5,crvd-5,crvd-5,crvd-5,1,,,,
BOLIVIA,ns-nat-BOLIVIA,O-2-horns,,O-2-horns,,1,,,,
BOMB,(S)BOMB,S,S,S,S,1,,,,
BOMB,BOMB,S,S,5,5,1,,,,
BOMB,BOMB,S,S,crvd-5,crvd-5,1,,,,
BOMBAY,ns-nat-BOMBAY,F,F,F,F,1,,,,
BONE,BONE,crvd-V,crvd-V,crvd-V,crvd-V,1,,,,
BOOK,BOOK,B-L,B-L,crvd-B,crvd-B,1,,,,
BOOK,BOOK,B-L,B-L,B-L,B-L,1,,,,
BOOK PAGE,BOOK-PAGE,10,B-L,10,B-L,1,,,,
BOOT,BOOT,B,B,B,B,1,,,,
BORE,BORE,1,,1,,1,,,,
BORN,BORN,B-xd,flat-B,B-xd,flat-B,1,,,,
BORN,BORN,S,B-L,S,B-L,1,,,,
BORN,BORN,B,B-L,B,B-L,1,,,,
BORN,BORN,B,flat-B,B,flat-B,1,,,,
BORROW,BORROW,K,K,K,K,1,,,,
BOSS,BOSS,5-C,,5-C,,1,,,,
BOSTON,ns-BOSTON,B-xd,,B-xd,,1,,,,
BOSTON,ns-BOSTON,B,,B,,1,,,,
BOTH,BOTH,V,crvd-B,bent-U,flat-O,1,,,,
BOTH,BOTH,V,crvd-B,bent-U,S,1,,,,
BOTH,BOTH,V,crvd-B,bent-v,A,1,,,,
BOTHER,BOTHER,B-L,B-L,B-L,B-L,1,,,,
BOTTLE,BOTTLE,crvd-B,B-L,S,B-L,1,,,,
BOTTLE,BOTTLE,C,B-L,C,B-L,1,,,,
BOTTLE,BOTTLE,5,B-L,S,B-L,1,,,,
BOTTLE,BOTTLE,crvd-B,B-L,crvd-B,B-L,1,,,,
BOWEL MOVEMENT,BOWEL-MOVEMENT,10,A,10,A,1,,,,
BOWL,BOWL,crvd-B,crvd-B,crvd-B,crvd-B,1,,,,
BOWLING,BOWLING,crvd-3,,crvd-3,,1,,,,
BOWLING,BOWLING,S,,3,,1,,,,
BOWLING,BOWLING,crvd-5,,crvd-5,,1,,,,
BOWLING STRIKE,BOWLING-STRIKE_2,B,B,B,B,1,,,,
BOWLING STRIKE,BOWLING-STRIKE,1,1,1,1,1,,,,
BOWTIE,(U)BOWTIE,cocked-U,cocked-U,U,U,1,,,,
BOWTIE,(U)BOWTIE,S,S,U,U,1,,,,
BOWTIE,BOWTIE,flat-G,flat-G,flat-G,flat-G,1,,,,
BOX,BOX_2,B-L,B-L,B-L,B-L,1,,,,
BOX,BOX_2,flat-B,B-L,bent-B,bent-B-L,1,,,,
BOX/ROOM,BOX/ROOM,B-L,B-L,B-L,B-L,1,BOX,ROOM,,
BOX/ROOM,BOX/ROOM,B-L,B-L,bent-B-L,B-L,1,BOX,ROOM,,
BOXING,BOXING,S,S,S,S,1,,,,
BOY,BOY,tight-C,,flat-O,,1,,,,
BOY,BOY,crvd-sprd-B,,flat-O,,1,,,,
BOY,BOY,B-L,,flat-O,,1,,,,
BOY ALSO,BOY_2+ALSO,A,,1,1,1,,,BOY+ALSO,
BOY ALSO,BOY+ALSO,tight-C,,1,1,1,,,BOY+ALSO,
BOY GETS MARRIED,BOY_3+MARRY,L,,crvd-B,crvd-B,1,,,BOY+MARRY,
BOY GETS MARRIED,BOY_3+MARRY,1,,crvd-B,crvd-B,1,,,BOY+MARRY,
BOY IS CORRECT,BOY+CORRECT,tight-C,,1,1,1,,,BOY+CORRECT,
BOY IS CORRECT,BOY_2+CORRECT,A,,L,L,1,,,BOY+CORRECT,
BOY IS CORRECT,BOY+CORRECT,tight-C,,L,1,1,,,BOY+CORRECT,
BOYFRIEND,BOY+FRIEND,tight-C,,X,X,1,,,BOY+FRIEND,
BOYFRIEND,BOY+FRIEND,B-L,,1,1,1,,,BOY+FRIEND,
BOYFRIEND,BOY+FRIEND,B-L,,X,X,1,,,BOY+FRIEND,
BOYISH,"BOY+DCL\round flat\""""",tight-C,,crvd-L,crvd-L,1,,,BOY,adjective;round flat
BOYISH,"BOY+DCL\round flat\""""",B-L,,crvd-L,crvd-L,1,,,BOY,adjective;round flat
BRA,BRA+UNDERPANTS,5-C-L,5-C-L,flat-G,flat-G,1,,,BRA+UNDERPANTS,
BRA,BRA+UNDERPANTS,L-X,L-X,L-X,L-X,1,,,BRA+UNDERPANTS,
BRA,BRA+UNDERPANTS,L,L,L,L,1,,,BRA+UNDERPANTS,
BRA,BRA,L,L,flat-G,flat-G,1,,,,
BRA,BRA,L,L,L,L,1,,,,
BRA,BRA,crvd-L,crvd-L,crvd-L,crvd-L,1,,,,
BRA,UNDERPANTS+BRA,B-L,B-L,B-L,B-L,1,,,UNDERPANTS+BRA,
BRA,UNDERPANTS+BRA,B-L,B-L,bent-B-L,bent-B-L,1,,,UNDERPANTS+BRA,
BRA,BRA,L-X,L-X,L-X,L-X,1,,,,
BRACELET,BRACELET,open-F,psv,open-F,psv,1,,,,
BRACELET,BRACELET,open-8,S,open-8,S,1,,,,
BRACELET,BRACELET,open-8,psv,open-8,psv,1,,,,
BRAG,BRAG,10,10,10,10,1,,,,
BRAKE,BRAKE,5-C-L,,5-C-L,,1,,,,
BRAKE,BRAKE,S,,S,,1,,,,
BRAKE,BRAKE,A,,A,,1,,,,
BRAVE/RECOVER,BRAVE/RECOVER,5,5,S,S,1,BRAVE,RECOVER,,
BRAVE/RECOVER,BRAVE/RECOVER,crvd-5,crvd-5,S,S,1,BRAVE,RECOVER,,
BRAWL,BRAWL,O,O,5,5,1,,,,
BRAWL,BRAWL,flat-O,flat-O,5,5,1,,,,
BRAWL,BRAWL,flat-O,flat-O,B-L,B-L,1,,,,
BRAZIL,ns-nat-BRAZIL,B,,B,,1,,,,
BRAZIL,ns-nat-BRAZIL,B-xd,,B-xd,,1,,,,
BREAD,BREAD,bent-B-L,B-L,bent-B-L,B-L,1,,,,
BREAD,BREAD,bent-B-L,crvd-B,bent-B-L,crvd-B,1,,,,
BREAD,BREAD,bent-B-L,bent-B-L,bent-B-L,bent-B-L,1,,,,
BREAD,BREAD,bent-B-L,B,bent-B-L,B,1,,,,
BREAK,BREAK,S,S,S,S,1,,,,
BREAK DOWN,BREAK-DOWN,crvd-5,crvd-5,crvd-5,crvd-5,1,,,,
BREAK DOWN,BREAK-DOWN,5-C-L,5-C-L,crvd-5,crvd-5,1,,,,
BREAK DOWN,BREAK-DOWN,crvd-5,crvd-5,bent-B-L,bent-B-L,1,,,,
BREAK DOWN BUILDING,BREAK-DOWN-BUILDING,5,5,5,5,1,,,,
BREAKFAST,EAT+MORNING,flat-O,,B-L,B-L,1,,,EAT+MORNING,
BREASTS,BREASTS,bent-B-L,,bent-B-L,,1,,,,
BREATHE,BREATHE,5,5,5,5,1,,,,
BRIDGE,BRIDGE,V,B-L,V,B-L,1,,,,
BRIDGE,BRIDGE,V,A,V,A,1,,,,
BRIDGE,BRIDGE,crvd-V,S,crvd-V,S,1,,,,
BRING/CARRY,BRING/CARRY,B-L,B-L,B-L,B-L,1,BRING,CARRY,,
BRING/CARRY,BRING/CARRY,crvd-5,crvd-5,crvd-5,crvd-5,1,BRING,CARRY,,
BRING/CARRY,BRING/CARRY,crvd-B,crvd-B,crvd-B,crvd-B,1,BRING,CARRY,,
BRITAIN,ns-BRITAIN,L-X,,L-X,,1,,,,
BROKE,BROKE,bent-B-L,,bent-B-L,,1,,,,
BROOM,BROOM,B-L,B-L,bent-B-L,B-L,1,,,,
BROOM,(S)BROOM,S,S,S,S,1,,,,
BROOM,BROOM,B-L,B-L,B-L,B-L,1,,,,
BROOM,BROOM,bent-B-L,B-L,bent-B-L,B-L,1,,,,
BROOM,BROOM,B-L,flat-B,B-L,flat-B,1,,,,
BROTHER,BROTHER,L,L,L,L,1,,,,
BROTHER-IN-LAW,BROTHER+IN+LAW,L,L,L,B-L,1,,,BROTHER+IN+LAW,
BROWN,BROWN,B-xd,,B-xd,,1,,,,
BROWN,BROWN,B,,B,,1,,,,
BRUSH TEETH,BRUSH-TEETH,bent-1,,bent-1,,1,,,,
BUCKET,BUCKET,crvd-5,crvd-5,crvd-5,crvd-5,1,,,,
BUCKET,BUCKET,crvd-B,crvd-B,crvd-B,crvd-B,1,,,,
BUCKET,"DCL:crvd-5\tall wide cylindrical object\""+HANDLE""",crvd-5,crvd-5,S,crvd-5,1,,,cylindrical object+HANDLE,
BUCKET,"DCL:crvd-5\tall wide cylindrical object\""+HANDLE""",crvd-5,crvd-5,X-over-thumb,crvd-5,1,,,cylindrical object+HANDLE,
BUG,BUG,crvd-3,,crvd-3,,1,,,,
BUG,BUG,3,,crvd-3,,1,,,,
BUILD,BUILD,B-L,bent-B-L,bent-B-L,B-L,1,,,,
BUILD,BUILD,B-L,bent-B-L,B-L,bent-B-L,1,,,,
BUILD,BUILD,B-L,B-L,bent-B-L,bent-B-L,1,,,,
BUILD,BUILD,U-L,bent-U,U-L,bent-N,1,,,,
BUILD,BUILD,B-L,bent-B-L,crvd-B,bent-B-L,1,,,,
BUILD,BUILD,U-L,bent-U-L,bent-U-L,bent-U-L,1,,,,
BUILD,BUILD,U,bent-U,bent-U,crvd-U,1,,,,
BUILD,BUILD,U-L,bent-U-L,U-L,bent-N,1,,,,
BUILD,BUILD,U,bent-U,bent-U,U,1,,,,
BUILD,BUILD,bent-U-L,bent-U-L,bent-U-L,bent-U-L,1,,,,
BUILD,BUILD,B-L,crvd-flat-B,bent-B-L,crvd-flat-B,1,,,,
BULGARIA,ns-BULGARIA,B-L,,flat-O,,1,,,,
BULGARIA,ns-BULGARIA,B-L,,10,,1,,,,
BULL,(Y)BULL,Y,,Y,,1,,,,
BULL,BULL,open-F,,open-F,,1,,,,
BURGER KING,ns-BURGER-KING,B-xd,,K,,1,,,,
BURGER KING,ns-BURGER-KING,B,,K,,1,,,,
BURY,BURY,crvd-B,crvd-B,crvd-B,crvd-B,1,,,,
BUS,#BUS,B,,S,,1,,,,loan
BUS,#BUS,B-xd,,S,,1,,,,loan
BUSY/BUSINESS,BUSY/BUSINESS,B-xd,B-xd,B-xd,B-xd,1,BUSY,BUSINESS,,
BUSY/BUSINESS,BUSY/BUSINESS,B,B,B,B,1,BUSY,BUSINESS,,
BUSY/BUSINESS,BUSY/BUSINESS,B,S,B,S,1,BUSY,BUSINESS,,
BUSY/BUSINESS,BUSY/BUSINESS,B,psv,B,psv,1,BUSY,BUSINESS,,
BUSY/BUSINESS,BUSY/BUSINESS,B-xd,S,B-xd,S,1,BUSY,BUSINESS,,
BUT,BUT,1,1,1,1,1,,,,
BUTTER,BUTTER,U-L,B-L,bent-U-L,B-L,1,,,,
BUTTER,BUTTER,U-L,B-L,U-L,B-L,1,,,,
BUTTER,BUTTER,U-L,flat-B,bent-U-L,flat-B,1,,,,
BUTTERFLY,BUTTERFLY,B-L,B-L,bent-B-L,bent-B-L,1,,,,
BUTTON,BUTTON,F,,F,,1,,,,
BUTTON,BUTTON,cocked-F,,cocked-F,,1,,,,
BUY,BUY,flat-O,flat-B,flat-O,flat-B,1,,,,
BUY,BUY,flat-O,B-L,flat-O,B-L,1,,,,
BUYER,BUY+AGENT,flat-O,B-L,B-L,B-L,1,,,BUY+AGENT,
Btapping foot,"BPCL:B\tapping foot\""""",B,B,B,B,1,,,,
C,C,C,,C,,1,,,,alphabet
CABBAGE,CABBAGE,crvd-B,,crvd-B,,1,,,,
CABBAGE,CABBAGE,A,,A,,1,,,,
CABBAGE,CABBAGE,crvd-5,,crvd-5,,1,,,,
CABINET,CABINET,B-xd,B-xd,B-xd,B-xd,1,,,,
CABINET,CABINET,B,B,B,B,1,,,,
CABINETS,SQUARE+DOOR,1,1,B,B,1,,,SQUARE+DOOR,
CAESAREAN SECTION,CAESAREAN-SECTION,crvd-B,,crvd-B,,1,,,,
CAESAREAN SECTION,CAESAREAN-SECTION,C,,S,,1,,,,
CAFETERIA,CAFETERIA,C,,C,,1,,,,
CAKE,CAKE,crvd-sprd-B,B-L,crvd-sprd-B,B-L,1,,,,
CAKE,CAKE,crvd-5,5,crvd-5,5,1,,,,
CALCULATOR,CALCULATOR,crvd-5,B-L,crvd-5,B-L,1,,,,
CALCULUS,CALCULUS,C,C,C,C,1,,,,
CALENDAR,CALENDAR,B-L,B-L,bent-B-L,B-L,1,,,,
CALENDAR,CALENDAR,crvd-B,B-L,crvd-B,B-L,1,,,,
CALL BY PHONE,CALL-BY-PHONE,Y,,Y,,1,,,,
CALL ON RELAY/VRS,CALL-ON-RELAY/VRS,X,1,X,1,1,CALL-ON-RELAY,VRS,,
CALM DOWN,CALM-DOWN,5,5,5,5,1,,,,
CAMERA,CAMERA,L,crvd-L,crvd-L,crvd-L,1,,,,
CAMERA FLASH,CAMERA-FLASH,flat-O,B,flat-O,B,1,,,,
CAMP,CAMP,horns,horns,bent-horns,bent-horns,1,,,,
CAMP,CAMP,I-L-Y,I-L-Y,10,10,1,,,,
CAMP,CAMP,horns,horns,horns,horns,1,,,,
CAMP,CAMP,I-L-Y,I-L-Y,Y,Y,1,,,,
CAMP,CAMP,I-L-Y,I-L-Y,A,A,1,,,,
CAN,CAN,A,A,A,A,1,,,,
CAN,CAN,S,S,S,S,1,,,,
CAN OPENER,"DCL\can\""+ICL\""open can\""""",C,C,A,C,1,,,,open can
CANADA,ns-nat-CANADA,10,,10,,1,,,,
CANADA,ns-nat-CANADA,A,,A,,1,,,,
CANCEL/CRITICIZE,CANCEL/CRITICIZE,1,B-L,bent-1,B-L,1,CANCEL,CRITICIZE,,
CANCEL/CRITICIZE,CANCEL/CRITICIZE,1,B-L,1,B-L,1,CANCEL,CRITICIZE,,
CANDLE,CANDLE,5,1,5,1,1,,,,
CANDY,CANDY,1,,1,,1,,,,
CANDY,"CANDY+DCL\cane\""""",1,,F,F,1,,,CANDY,cane
CANDY CANE,"CUTE+DCL\cane\""""",U-L,,F,S,1,,,,
CANDY CANE,CANDY+fs-CANE,1,,E,,1,,,CANDY+CANE,
CANDY CANE,"CUTE+DCL\cane\""""",U-L,,F,F,1,,,,
CANE,CANE,S,S,S,S,1,,,,
CANE,CANE,A,A,A,A,1,,,,
CANE,CANE,S,,S,,1,,,,
CANE,CANE,A,,A,,1,,,,
CANNOT,CANNOT,1,1,1,1,1,,,,
CAPITAL LETTER,CAPITAL-LETTER,crvd-L,1,crvd-L,1,1,,,,
CAPITAL LETTER,CAPITAL-LETTER,crvd-L,,crvd-L,,1,,,,
CAPTIONS,CAPTIONS,F,F,F,F,1,,,,
CAR,CAR,S,S,S,S,1,,,,
CAR BODY,"CAR+DCL\curved surface\""""",S,S,crvd-B,crvd-B,1,,,curved surface,
CAR BODY,"CAR+DCL\long flat surface\""""",S,S,crvd-5,crvd-5,1,,,long flat surface,
CAR BODY,"CAR+DCL\long flat surface\""""",S,S,crvd-B,crvd-B,1,,,long flat surface,
CAR BODY,"CAR+DCL\long flat surface\""""",S,S,crvd-flat-B,crvd-flat-B,1,,,long flat surface,
CAR ENGINE,CAR+ENGINE,S,S,S,S,1,,,CAR+ENGINE,
CAR HORN,CAR-HORN,5,S,5,S,1,,,,
CAR HORN,CAR-HORN,5,A,5,A,1,,,,
CAR SPEEDOMETER,"CAR+DCL:1\speedometer\""""",S,S,1,S,1,,,,
CAR TRUNK,CAR+TRUNK,S,S,crvd-B,B,1,,,CAR+TRUNK,
CARDIGAN,CARDIGAN,crvd-B,crvd-B,bent-B-L,bent-B-L,1,,,,
CARDIGAN,CARDIGAN,5,5,5,5,1,,,,
CARE,CARE,K,K,K,K,1,,,,
CAREGIVER,CARE+AGENT,K,K,B-L,B-L,1,,,CARE+AGENT,
CARELESS,CARELESS,U,,U,,1,,,,
CARELESS,CARELESS,U,U,U,U,1,,,,
CARPENTER,CARPENTER,A,crvd-flat-B,A,crvd-flat-B,1,,,,
CARPENTER,CARPENTER,S,B-L,S,B-L,1,,,,
CARROT,CARROT,1,,1,,1,,,,
CARROT,CARROT,S,,S,,1,,,,
CARROT,CARROT_2,S,,S,,1,,,,
CARRY SUITCASE,CARRY-SUITCASE,S,S,S,S,1,,,,
CASHIER,CASHIER,crvd-5,,crvd-5,,1,,,,
CASHIER,CASHIER+AGENT,5,,B-L,B-L,1,,,CASHIER+AGENT,
CAT,CAT,open-F,,F,,1,,,,
CAT,CAT,open-F,open-F,F,F,1,,,,
CAT,CAT,open-8,open-8,8,8,1,,,,
CAT,CAT,L,L,flat-G,flat-G,1,,,,
CAT CLIMBS,CAT+fs-UP,open-F,,K,,1,,,CAT+UP,
CAT CLIMBS,CAT+fs-UP,F,,K,,1,,,CAT+UP,
CAT CLIMBS,CAT+UP,open-F,,1,,1,,,CAT+UP,
CATCH,CATCH,5-C-L,1,S,1,1,,,,
CATCH,CATCH,5,1,S,1,1,,,,
CATCH,CATCH,crvd-5,1,S,1,1,,,,
CATCH BALL,CATCH-BALL,crvd-5,crvd-5,S,crvd-sprd-B,1,,,,
CATCH BALL,CATCH-BALL,5,5,S,5,1,,,,
CATERPILLAR,CATERPILLAR,1,psv,X,psv,1,,,,
CATERPILLAR,CATERPILLAR,bent-1,psv,X,psv,1,,,,
CATERPILLAR,CATERPILLAR,1,B-L,X,B-L,1,,,,
CATERPILLAR,CATERPILLAR,X,B-L,X,B-L,1,,,,
CATERPILLAR,CATERPILLAR,cocked-S,S,X,S,1,,,,
CATHOLIC,CATHOLIC,U,,bent-N,,1,,,,
CATHOLIC,CATHOLIC,U,,U,,1,,,,
CAUSE,CAUSE,S,S,crvd-5,crvd-5,1,,,,
CAUSE,CAUSE,S,S,B-L,B-L,1,,,,
CAUSE,CAUSE,A,A,crvd-5,crvd-5,1,,,,
CAUSE,CAUSE,A,A,5,5,1,,,,
CC,#CC,C,,C,,1,,,,loan
CEILING,CEILING,crvd-B,crvd-B,crvd-B,crvd-B,1,,,,
CEILING,CEILING,bent-B,bent-B,bent-B,bent-B,1,,,,
CEILING,CEILING,bent-B-L,bent-B-L,bent-B-L,bent-B-L,1,,,,
CELEBRATE,CELEBRATE+(2h)IX-honorific:upward,X,X,B-L,B-L,2,,,CELEBRATE+IX-,
CELEBRATE,CELEBRATE,X,X,X,X,1,,,,
CELEBRATE,CELEBRATE+(2h)IX-honorific:upward,X,X,5,5,2,,,CELEBRATE+IX-,
CELEBRATE,CELEBRATE,X-over-thumb,X-over-thumb,X-over-thumb,X-over-thumb,1,,,,
CENTER,CENTER,B-L,B-L,bent-B-L,B-L,1,,,,
CENTRAL AMERICA,ns-CENTRAL-AMERICA,10,10,10,10,1,,,,
CENTRAL AMERICA,CENTER+ns-AMERICA,B-L,B-L,5,5,1,,,CENTER+AMERICA,region
CEREAL,CEREAL,crvd-B,crvd-B,crvd-B,crvd-B,1,,,,
CEREAL,CEREAL,crvd-5,5,crvd-5,5,1,,,,
CEREAL,CEREAL,crvd-B,B-L,crvd-B,B-L,1,,,,
CERTIFY,CERTIFY,C,C,C,C,1,,,,
CHAIN/OLYMPICS,CHAIN/OLYMPICS,open-F,open-F,F,F,1,CHAIN,OLYMPICS,,
